species,Landuse,Pres
Spirodela polyrhiza,OpenWetPoor,1
Spirodela polyrhiza,OpenWetRich,1
Stachys palustris,ForestDryPoor,1
Stachys palustris,ForestWetPoor,1
Stachys palustris,ForestDryRich,1
Stachys palustris,ForestWetRich,1
Stachys palustris,OpenDryPoor,1
Stachys palustris,OpenWetPoor,1
Stachys palustris,OpenDryRich,1
Stachys palustris,OpenWetRich,1
Stachys sylvatica,ForestDryPoor,1
Stachys sylvatica,ForestWetPoor,1
Stachys sylvatica,ForestDryRich,1
Stachys sylvatica,ForestWetRich,1
Stachys sylvatica,OpenDryPoor,1
Stachys sylvatica,OpenWetPoor,1
Stachys sylvatica,OpenDryRich,1
Stachys sylvatica,OpenWetRich,1
Stellaria alsine,ForestWetPoor,1
Stellaria alsine,OpenWetPoor,1
Stellaria apetala,ForestDryPoor,1
Stellaria apetala,ForestWetPoor,1
Stellaria apetala,ForestDryRich,1
Stellaria apetala,ForestWetRich,1
Stellaria apetala,OpenDryPoor,1
Stellaria apetala,OpenWetPoor,1
Stellaria apetala,OpenDryRich,1
Stellaria apetala,OpenWetRich,1
Stellaria aquatica,ForestDryPoor,1
Stellaria aquatica,ForestWetPoor,1
Stellaria aquatica,ForestDryRich,1
Stellaria aquatica,ForestWetRich,1
Stellaria aquatica,OpenDryPoor,1
Stellaria aquatica,OpenWetPoor,1
Stellaria aquatica,OpenDryRich,1
Stellaria aquatica,OpenWetRich,1
Stellaria crassifolia,OpenWetPoor,1
Stellaria graminea,ForestDryPoor,1
Stellaria graminea,ForestWetPoor,1
Stellaria graminea,OpenDryPoor,1
Stellaria graminea,OpenWetPoor,1
Stellaria media,ForestDryPoor,1
Stellaria media,ForestWetPoor,1
Stellaria media,ForestDryRich,1
Stellaria media,ForestWetRich,1
Stellaria media,OpenDryPoor,1
Stellaria media,OpenWetPoor,1
Stellaria media,OpenDryRich,1
Stellaria media,OpenWetRich,1
Stellaria neglecta,ForestDryPoor,1
Stellaria neglecta,ForestWetPoor,1
Stellaria neglecta,ForestDryRich,1
Stellaria neglecta,ForestWetRich,1
Stellaria neglecta,OpenDryPoor,1
Stellaria neglecta,OpenWetPoor,1
Stellaria neglecta,OpenDryRich,1
Stellaria neglecta,OpenWetRich,1
Stellaria nemorum,ForestDryPoor,1
Stellaria nemorum,ForestWetPoor,1
Stellaria nemorum,ForestDryRich,1
Stellaria nemorum,ForestWetRich,1
Stellaria palustris,ForestWetPoor,1
Stellaria palustris,OpenWetPoor,1
Stratiotes aloides,ForestWetPoor,1
Stratiotes aloides,ForestWetRich,1
Stratiotes aloides,OpenWetPoor,1
Stratiotes aloides,OpenWetRich,1
Stuckenia filiformis,ForestWetPoor,1
Stuckenia filiformis,OpenWetPoor,1
Stuckenia pectinata,ForestWetPoor,1
Stuckenia pectinata,ForestWetRich,1
Stuckenia pectinata,OpenWetPoor,1
Stuckenia pectinata,OpenWetRich,1
Suaeda maritima,OpenDryPoor,1
Suaeda maritima,OpenWetPoor,1
Suaeda maritima,OpenDryRich,1
Suaeda maritima,OpenWetRich,1
Subularia aquatica,ForestWetPoor,1
Subularia aquatica,OpenWetPoor,1
Succisa pratensis,ForestDryPoor,1
Succisa pratensis,ForestWetPoor,1
Succisa pratensis,OpenDryPoor,1
Succisa pratensis,OpenWetPoor,1
Tanacetum vulgare,ForestDryPoor,1
Tanacetum vulgare,ForestWetPoor,1
Tanacetum vulgare,ForestDryRich,1
Tanacetum vulgare,ForestWetRich,1
Tanacetum vulgare,OpenDryPoor,1
Tanacetum vulgare,OpenWetPoor,1
Tanacetum vulgare,OpenDryRich,1
Tanacetum vulgare,OpenWetRich,1
Taxus baccata,ForestDryPoor,1
Taxus baccata,ForestWetPoor,1
Taxus baccata,OpenDryPoor,1
Taxus baccata,OpenWetPoor,1
Teesdalia nudicaulis,OpenDryPoor,1
Tephroseris integrifolia,ForestDryPoor,1
Tephroseris integrifolia,ForestWetPoor,1
Tephroseris integrifolia,OpenDryPoor,1
Tephroseris integrifolia,OpenWetPoor,1
Tephroseris palustris,OpenWetPoor,1
Tephroseris palustris,OpenWetRich,1
Teucrium scordium,ForestDryPoor,1
Teucrium scordium,ForestWetPoor,1
Teucrium scordium,ForestDryRich,1
Teucrium scordium,ForestWetRich,1
Teucrium scordium,OpenDryPoor,1
Teucrium scordium,OpenWetPoor,1
Teucrium scordium,OpenDryRich,1
Teucrium scordium,OpenWetRich,1
Thalictrum flavum,ForestDryPoor,1
Thalictrum flavum,ForestWetPoor,1
Thalictrum flavum,ForestDryRich,1
Thalictrum flavum,ForestWetRich,1
Thalictrum flavum,OpenDryPoor,1
Thalictrum flavum,OpenWetPoor,1
Thalictrum flavum,OpenDryRich,1
Thalictrum flavum,OpenWetRich,1
Thalictrum minus,ForestDryPoor,1
Thalictrum minus,OpenDryPoor,1
Thalictrum simplex,ForestDryPoor,1
Thalictrum simplex,ForestWetPoor,1
Thalictrum simplex,OpenDryPoor,1
Thalictrum simplex,OpenWetPoor,1
Thelypteris palustris,ForestWetPoor,1
Thelypteris palustris,ForestWetRich,1
Thelypteris palustris,OpenWetPoor,1
Thelypteris palustris,OpenWetRich,1
Thesium ebracteatum,ForestDryPoor,1
Thesium ebracteatum,ForestWetPoor,1
Thesium ebracteatum,OpenDryPoor,1
Thesium ebracteatum,OpenWetPoor,1
Thymus pulegioides,ForestDryPoor,1
Thymus pulegioides,OpenDryPoor,1
Thymus serpyllum,ForestDryPoor,1
Thymus serpyllum,OpenDryPoor,1
Tilia cordata,ForestDryPoor,1
Tilia cordata,ForestWetPoor,1
Tilia platyphyllos,ForestDryPoor,1
Tilia platyphyllos,ForestWetPoor,1
Tilia platyphyllos,ForestDryRich,1
Tilia platyphyllos,ForestWetRich,1
Tilia platyphyllos,OpenDryPoor,1
Tilia platyphyllos,OpenWetPoor,1
Tilia platyphyllos,OpenDryRich,1
Tilia platyphyllos,OpenWetRich,1
Torilis japonica,ForestDryPoor,1
Torilis japonica,ForestWetPoor,1
Torilis japonica,ForestDryRich,1
Torilis japonica,ForestWetRich,1
Torilis japonica,OpenDryPoor,1
Torilis japonica,OpenWetPoor,1
Torilis japonica,OpenDryRich,1
Torilis japonica,OpenWetRich,1
Torminalis glaberrima,ForestDryPoor,1
Torminalis glaberrima,ForestWetPoor,1
Torminalis glaberrima,OpenDryPoor,1
Torminalis glaberrima,OpenWetPoor,1
Trichophorum alpinum,OpenWetPoor,1
Trichophorum cespitosum,OpenWetPoor,1
Trifolium alpestre,ForestDryPoor,1
Trifolium alpestre,OpenDryPoor,1
Trifolium arvense,OpenDryPoor,1
Trifolium aureum,ForestDryPoor,1
Trifolium aureum,ForestWetPoor,1
Trifolium aureum,OpenDryPoor,1
Trifolium aureum,OpenWetPoor,1
Trifolium campestre,OpenDryPoor,1
Trifolium dubium,ForestDryPoor,1
Trifolium dubium,ForestWetPoor,1
Trifolium dubium,OpenDryPoor,1
Trifolium dubium,OpenWetPoor,1
Trifolium fragiferum,OpenDryPoor,1
Trifolium fragiferum,OpenWetPoor,1
Trifolium fragiferum,OpenDryRich,1
Trifolium fragiferum,OpenWetRich,1
Trifolium medium,ForestDryPoor,1
Trifolium medium,ForestWetPoor,1
Trifolium medium,OpenDryPoor,1
Trifolium medium,OpenWetPoor,1
Trifolium micranthum,OpenDryPoor,1
Trifolium micranthum,OpenWetPoor,1
Trifolium montanum,ForestDryPoor,1
Trifolium montanum,OpenDryPoor,1
Trifolium ornithopodioides,OpenDryPoor,1
Trifolium ornithopodioides,OpenWetPoor,1
Trifolium pratense,ForestDryPoor,1
Trifolium pratense,ForestWetPoor,1
Trifolium pratense,ForestDryRich,1
Trifolium pratense,ForestWetRich,1
Trifolium pratense,OpenDryPoor,1
Trifolium pratense,OpenWetPoor,1
Trifolium pratense,OpenDryRich,1
Trifolium pratense,OpenWetRich,1
Trifolium repens,ForestDryPoor,1
Trifolium repens,ForestWetPoor,1
Trifolium repens,ForestDryRich,1
Trifolium repens,ForestWetRich,1
Trifolium repens,OpenDryPoor,1
Trifolium repens,OpenWetPoor,1
Trifolium repens,OpenDryRich,1
Trifolium repens,OpenWetRich,1
Trifolium striatum,OpenDryPoor,1
Triglochin maritima,OpenDryPoor,1
Triglochin maritima,OpenWetPoor,1
Triglochin palustris,OpenWetPoor,1
Tripleurospermum maritimum,ForestDryPoor,1
Tripleurospermum maritimum,ForestWetPoor,1
Tripleurospermum maritimum,ForestDryRich,1
Tripleurospermum maritimum,ForestWetRich,1
Tripleurospermum maritimum,OpenDryPoor,1
Tripleurospermum maritimum,OpenWetPoor,1
Tripleurospermum maritimum,OpenDryRich,1
Tripleurospermum maritimum,OpenWetRich,1
Tripolium pannonicum,OpenDryPoor,1
Tripolium pannonicum,OpenWetPoor,1
Tripolium pannonicum,OpenDryRich,1
Tripolium pannonicum,OpenWetRich,1
Trollius europaeus,OpenDryPoor,1
Trollius europaeus,OpenWetPoor,1
Trollius europaeus,OpenDryRich,1
Trollius europaeus,OpenWetRich,1
Trommsdorffia maculata,ForestDryPoor,1
Trommsdorffia maculata,ForestWetPoor,1
Trommsdorffia maculata,OpenDryPoor,1
Trommsdorffia maculata,OpenWetPoor,1
Turritis glabra,ForestDryPoor,1
Turritis glabra,OpenDryPoor,1
Tussilago farfara,ForestDryPoor,1
Tussilago farfara,ForestWetPoor,1
Tussilago farfara,ForestDryRich,1
Tussilago farfara,ForestWetRich,1
Tussilago farfara,OpenDryPoor,1
Tussilago farfara,OpenWetPoor,1
Tussilago farfara,OpenDryRich,1
Tussilago farfara,OpenWetRich,1
Typha angustifolia,OpenWetPoor,1
Typha angustifolia,OpenWetRich,1
Typha latifolia,ForestWetPoor,1
Typha latifolia,ForestWetRich,1
Typha latifolia,OpenWetPoor,1
Typha latifolia,OpenWetRich,1
Ulex europaeus,ForestDryPoor,1
Ulex europaeus,ForestWetPoor,1
Ulex europaeus,OpenDryPoor,1
Ulex europaeus,OpenWetPoor,1
Ulmus glabra,ForestDryPoor,1
Ulmus glabra,ForestWetPoor,1
Ulmus glabra,ForestDryRich,1
Ulmus glabra,ForestWetRich,1
Ulmus laevis,ForestDryPoor,1
Ulmus laevis,ForestWetPoor,1
Ulmus laevis,ForestDryRich,1
Ulmus laevis,ForestWetRich,1
Ulmus minor,ForestDryPoor,1
Ulmus minor,ForestWetPoor,1
Ulmus minor,ForestDryRich,1
Ulmus minor,ForestWetRich,1
Ulmus minor,OpenDryPoor,1
Ulmus minor,OpenWetPoor,1
Ulmus minor,OpenDryRich,1
Ulmus minor,OpenWetRich,1
Urtica dioica,ForestDryRich,1
Urtica dioica,ForestWetRich,1
Urtica dioica,OpenDryRich,1
Urtica dioica,OpenWetRich,1
Urtica kioviensis,ForestWetPoor,1
Urtica kioviensis,ForestWetRich,1
Urtica kioviensis,OpenWetPoor,1
Urtica kioviensis,OpenWetRich,1
Urtica urens,ForestDryPoor,1
Urtica urens,ForestWetPoor,1
Urtica urens,ForestDryRich,1
Urtica urens,ForestWetRich,1
Urtica urens,OpenDryPoor,1
Urtica urens,OpenWetPoor,1
Urtica urens,OpenDryRich,1
Urtica urens,OpenWetRich,1
Utricularia intermedia,ForestWetPoor,1
Utricularia intermedia,OpenWetPoor,1
Utricularia minor,OpenWetPoor,1
Utricularia ochroleuca,OpenWetPoor,1
Utricularia vulgaris,ForestWetPoor,1
Utricularia vulgaris,OpenWetPoor,1
Vaccinium microcarpum,ForestWetPoor,1
Vaccinium microcarpum,OpenWetPoor,1
Vaccinium myrtillus,ForestDryPoor,1
Vaccinium myrtillus,ForestWetPoor,1
Vaccinium myrtillus,OpenDryPoor,1
Vaccinium myrtillus,OpenWetPoor,1
Vaccinium oxycoccos,ForestWetPoor,1
Vaccinium oxycoccos,OpenWetPoor,1
Vaccinium uliginosum,ForestDryPoor,1
Vaccinium uliginosum,ForestWetPoor,1
Vaccinium uliginosum,OpenDryPoor,1
Vaccinium uliginosum,OpenWetPoor,1
Vaccinium vitis-idaea,ForestDryPoor,1
Vaccinium vitis-idaea,ForestWetPoor,1
Vaccinium vitis-idaea,OpenDryPoor,1
Vaccinium vitis-idaea,OpenWetPoor,1
Valeriana dioica,ForestWetPoor,1
Valeriana dioica,OpenWetPoor,1
Valeriana officinalis,ForestDryPoor,1
Valeriana officinalis,ForestWetPoor,1
Valeriana officinalis,ForestDryRich,1
Valeriana officinalis,ForestWetRich,1
Valeriana officinalis,OpenDryPoor,1
Valeriana officinalis,OpenWetPoor,1
Valeriana officinalis,OpenDryRich,1
Valeriana officinalis,OpenWetRich,1
Valerianella locusta,ForestDryPoor,1
Valerianella locusta,ForestWetPoor,1
Valerianella locusta,ForestDryRich,1
Valerianella locusta,ForestWetRich,1
Valerianella locusta,OpenDryPoor,1
Valerianella locusta,OpenWetPoor,1
Valerianella locusta,OpenDryRich,1
Valerianella locusta,OpenWetRich,1
Verbascum densiflorum,ForestDryPoor,1
Verbascum densiflorum,ForestWetPoor,1
Verbascum densiflorum,ForestDryRich,1
Verbascum densiflorum,ForestWetRich,1
Verbascum densiflorum,OpenDryPoor,1
Verbascum densiflorum,OpenWetPoor,1
Verbascum densiflorum,OpenDryRich,1
Verbascum densiflorum,OpenWetRich,1
Verbascum nigrum,ForestDryPoor,1
Verbascum nigrum,ForestWetPoor,1
Verbascum nigrum,ForestDryRich,1
Verbascum nigrum,ForestWetRich,1
Verbascum nigrum,OpenDryPoor,1
Verbascum nigrum,OpenWetPoor,1
Verbascum nigrum,OpenDryRich,1
Verbascum nigrum,OpenWetRich,1
Verbascum thapsus,ForestDryPoor,1
Verbascum thapsus,ForestDryRich,1
Verbascum thapsus,OpenDryPoor,1
Verbascum thapsus,OpenDryRich,1
Veronica anagallis-aquatica,ForestWetPoor,1
Veronica anagallis-aquatica,ForestWetRich,1
Veronica anagallis-aquatica,OpenWetPoor,1
Veronica anagallis-aquatica,OpenWetRich,1
Veronica arvensis,ForestDryPoor,1
Veronica arvensis,ForestWetPoor,1
Veronica arvensis,ForestDryRich,1
Veronica arvensis,ForestWetRich,1
Veronica arvensis,OpenDryPoor,1
Veronica arvensis,OpenWetPoor,1
Veronica arvensis,OpenDryRich,1
Veronica arvensis,OpenWetRich,1
Veronica beccabunga,ForestWetPoor,1
Veronica beccabunga,ForestWetRich,1
Veronica beccabunga,OpenWetPoor,1
Veronica beccabunga,OpenWetRich,1
Veronica catenata,ForestWetPoor,1
Veronica catenata,ForestWetRich,1
Veronica catenata,OpenWetPoor,1
Veronica catenata,OpenWetRich,1
Veronica chamaedrys,ForestDryPoor,1
Veronica chamaedrys,ForestWetPoor,1
Veronica chamaedrys,OpenDryPoor,1
Veronica chamaedrys,OpenWetPoor,1
Veronica hederifolia,ForestDryPoor,1
Veronica hederifolia,ForestWetPoor,1
Veronica hederifolia,ForestDryRich,1
Veronica hederifolia,ForestWetRich,1
Veronica hederifolia,OpenDryPoor,1
Veronica hederifolia,OpenWetPoor,1
Veronica hederifolia,OpenDryRich,1
Veronica hederifolia,OpenWetRich,1
Veronica montana,ForestDryPoor,1
Veronica montana,ForestWetPoor,1
Veronica montana,ForestDryRich,1
Veronica montana,ForestWetRich,1
Veronica montana,OpenDryPoor,1
Veronica montana,OpenWetPoor,1
Veronica montana,OpenDryRich,1
Veronica montana,OpenWetRich,1
Veronica officinalis,ForestDryPoor,1
Veronica officinalis,ForestWetPoor,1
Veronica officinalis,OpenDryPoor,1
Veronica officinalis,OpenWetPoor,1
Veronica scutellata,OpenWetPoor,1
Veronica serpyllifolia,ForestDryPoor,1
Veronica serpyllifolia,ForestWetPoor,1
Veronica serpyllifolia,ForestDryRich,1
Veronica serpyllifolia,ForestWetRich,1
Veronica serpyllifolia,OpenDryPoor,1
Veronica serpyllifolia,OpenWetPoor,1
Veronica serpyllifolia,OpenDryRich,1
Veronica serpyllifolia,OpenWetRich,1
Veronica spicata,ForestDryPoor,1
Veronica spicata,OpenDryPoor,1
Veronica verna,OpenDryPoor,1
Viburnum opulus,ForestDryPoor,1
Viburnum opulus,ForestWetPoor,1
Viburnum opulus,ForestDryRich,1
Viburnum opulus,ForestWetRich,1
Viburnum opulus,OpenDryPoor,1
Viburnum opulus,OpenWetPoor,1
Viburnum opulus,OpenDryRich,1
Viburnum opulus,OpenWetRich,1
Vicia cassubica,ForestDryPoor,1
Vicia cassubica,ForestWetPoor,1
Vicia cassubica,OpenDryPoor,1
Vicia cassubica,OpenWetPoor,1
Vicia cracca,ForestDryPoor,1
Vicia cracca,ForestWetPoor,1
Vicia cracca,OpenDryPoor,1
Vicia cracca,OpenWetPoor,1
Vicia dumetorum,ForestDryPoor,1
Vicia dumetorum,ForestWetPoor,1
Vicia dumetorum,OpenDryPoor,1
Vicia dumetorum,OpenWetPoor,1
Vicia hirsuta,ForestDryPoor,1
Vicia hirsuta,ForestWetPoor,1
Vicia hirsuta,OpenDryPoor,1
Vicia hirsuta,OpenWetPoor,1
Vicia lathyroides,ForestDryPoor,1
Vicia lathyroides,ForestDryRich,1
Vicia lathyroides,OpenDryPoor,1
Vicia lathyroides,OpenDryRich,1
Vicia orobus,ForestDryPoor,1
Vicia orobus,ForestWetPoor,1
Vicia orobus,OpenDryPoor,1
Vicia orobus,OpenWetPoor,1
Vicia sativa,ForestDryPoor,1
Vicia sativa,ForestWetPoor,1
Vicia sativa,ForestDryRich,1
Vicia sativa,ForestWetRich,1
Vicia sativa,OpenDryPoor,1
Vicia sativa,OpenWetPoor,1
Vicia sativa,OpenDryRich,1
Vicia sativa,OpenWetRich,1
Vicia sepium,ForestDryPoor,1
Vicia sepium,ForestWetPoor,1
Vicia sepium,ForestDryRich,1
Vicia sepium,ForestWetRich,1
Vicia sepium,OpenDryPoor,1
Vicia sepium,OpenWetPoor,1
Vicia sepium,OpenDryRich,1
Vicia sepium,OpenWetRich,1
Vicia sylvatica,ForestDryPoor,1
Vicia sylvatica,ForestWetPoor,1
Vicia sylvatica,ForestDryRich,1
Vicia sylvatica,ForestWetRich,1
Vicia sylvatica,OpenDryPoor,1
Vicia sylvatica,OpenWetPoor,1
Vicia sylvatica,OpenDryRich,1
Vicia sylvatica,OpenWetRich,1
Vicia tenuifolia,ForestDryPoor,1
Vicia tenuifolia,ForestWetPoor,1
Vicia tenuifolia,ForestDryRich,1
Vicia tenuifolia,ForestWetRich,1
Vicia tenuifolia,OpenDryPoor,1
Vicia tenuifolia,OpenWetPoor,1
Vicia tenuifolia,OpenDryRich,1
Vicia tenuifolia,OpenWetRich,1
Vicia tetrasperma,ForestDryPoor,1
Vicia tetrasperma,ForestWetPoor,1
Vicia tetrasperma,OpenDryPoor,1
Vicia tetrasperma,OpenWetPoor,1
Vincetoxicum hirundinaria,ForestDryPoor,1
Vincetoxicum hirundinaria,OpenDryPoor,1
Viola canina,ForestDryPoor,1
Viola canina,ForestWetPoor,1
Viola canina,OpenDryPoor,1
Viola canina,OpenWetPoor,1
Viola epipsila,ForestWetPoor,1
Viola epipsila,OpenWetPoor,1
Viola hirta,ForestDryPoor,1
Viola hirta,OpenDryPoor,1
Viola mirabilis,ForestDryPoor,1
Viola mirabilis,ForestWetPoor,1
Viola mirabilis,ForestDryRich,1
Viola mirabilis,ForestWetRich,1
Viola palustris,ForestWetPoor,1
Viola palustris,OpenWetPoor,1
Viola reichenbachiana,ForestDryPoor,1
Viola reichenbachiana,ForestWetPoor,1
Viola reichenbachiana,ForestDryRich,1
Viola reichenbachiana,ForestWetRich,1
Viola reichenbachiana,OpenDryPoor,1
Viola reichenbachiana,OpenWetPoor,1
Viola reichenbachiana,OpenDryRich,1
Viola reichenbachiana,OpenWetRich,1
Viola riviniana,ForestDryPoor,1
Viola riviniana,ForestWetPoor,1
Viola riviniana,ForestDryRich,1
Viola riviniana,ForestWetRich,1
Viola riviniana,OpenDryPoor,1
Viola riviniana,OpenWetPoor,1
Viola riviniana,OpenDryRich,1
Viola riviniana,OpenWetRich,1
Viola stagnina,ForestDryPoor,1
Viola stagnina,ForestWetPoor,1
Viola stagnina,OpenDryPoor,1
Viola stagnina,OpenWetPoor,1
Viola tricolor,ForestDryPoor,1
Viola tricolor,ForestWetPoor,1
Viola tricolor,ForestDryRich,1
Viola tricolor,ForestWetRich,1
Viola tricolor,OpenDryPoor,1
Viola tricolor,OpenWetPoor,1
Viola tricolor,OpenDryRich,1
Viola tricolor,OpenWetRich,1
Viola uliginosa,ForestDryPoor,1
Viola uliginosa,ForestWetPoor,1
Viola uliginosa,ForestDryRich,1
Viola uliginosa,ForestWetRich,1
Viola uliginosa,OpenDryPoor,1
Viola uliginosa,OpenWetPoor,1
Viola uliginosa,OpenDryRich,1
Viola uliginosa,OpenWetRich,1
Viscaria vulgaris,ForestDryPoor,1
Viscaria vulgaris,OpenDryPoor,1
Viscum album,ForestDryPoor,1
Viscum album,ForestWetPoor,1
Viscum album,ForestDryRich,1
Viscum album,ForestWetRich,1
Viscum album,OpenDryPoor,1
Viscum album,OpenWetPoor,1
Viscum album,OpenDryRich,1
Viscum album,OpenWetRich,1
Zannichellia palustris,ForestWetPoor,1
Zannichellia palustris,ForestWetRich,1
Zannichellia palustris,OpenWetPoor,1
Zannichellia palustris,OpenWetRich,1
Zostera angustifolia,ForestWetPoor,1
Zostera angustifolia,ForestWetRich,1
Zostera angustifolia,OpenWetPoor,1
Zostera angustifolia,OpenWetRich,1
Zostera marina,ForestWetPoor,1
Zostera marina,ForestWetRich,1
Zostera marina,OpenWetPoor,1
Zostera marina,OpenWetRich,1
Zostera noltii,ForestWetPoor,1
Zostera noltii,ForestWetRich,1
Zostera noltii,OpenWetPoor,1
Zostera noltii,OpenWetRich,1
